Date,Open,High,Low,Close,Adj Close,Volume
2017-04-05,90.000000,90.500000,89.760002,89.970001,87.267082,6320100
2017-04-06,89.769997,89.809998,89.309998,89.400002,86.714203,7231500
2017-04-07,89.459999,89.610001,89.180000,89.230003,86.549309,4739100
2017-04-10,89.129997,89.680000,88.750000,89.489998,86.801498,5956000
2017-04-11,89.660004,89.820000,89.290001,89.800003,87.102180,5186000
2017-04-12,89.699997,90.419998,89.559998,90.309998,87.596863,6286300
2017-04-13,90.050003,90.540001,89.790001,90.029999,87.325264,5040100
2017-04-17,90.230003,90.589996,90.129997,90.389999,87.674461,6931700
2017-04-18,90.400002,91.129997,90.339996,90.800003,88.072136,7087800
2017-04-19,90.099998,90.449997,89.500000,89.599998,87.573669,6919000
2017-04-20,89.699997,89.699997,89.309998,89.330002,87.309784,6983500
2017-04-21,89.169998,89.279999,88.610001,88.620003,86.615837,9061200
2017-04-24,89.120003,89.660004,89.010002,89.550003,87.524811,8338500
2017-04-25,89.580002,90.250000,89.470001,90.000000,87.964638,9088400
2017-04-26,89.849998,90.000000,87.610001,87.739998,85.755737,11951300
2017-04-27,87.580002,88.239998,87.230003,87.690002,85.706871,8517500
2017-04-28,87.519997,87.589996,87.150002,87.330002,85.355011,8245400
2017-05-01,87.379997,87.599998,87.080002,87.089996,85.120438,4546600
2017-05-02,87.290001,87.290001,86.019997,86.220001,84.270111,13197500
2017-05-03,86.300003,86.629997,85.900002,86.430000,84.475365,6122000
2017-05-04,86.849998,87.239998,86.300003,86.449997,84.494911,5986200
2017-05-05,86.540001,86.610001,86.129997,86.500000,84.543785,4506200
2017-05-08,86.330002,86.620003,86.239998,86.550003,84.592659,4634600
2017-05-09,86.800003,86.820000,86.220001,86.400002,84.446045,9577600
2017-05-10,86.480003,86.790001,86.389999,86.489998,84.534012,6178500
2017-05-11,86.610001,86.629997,85.879997,86.169998,84.221237,6064700
2017-05-12,86.239998,86.320000,85.919998,86.190002,84.240799,5892400
2017-05-15,86.650002,86.709999,86.250000,86.330002,84.377632,5820700
2017-05-16,86.879997,87.000000,86.190002,86.239998,84.289665,6554500
2017-05-17,86.239998,86.629997,85.930000,86.260002,84.309212,7805800
2017-05-18,86.180000,86.220001,85.519997,85.870003,83.928024,6985600
2017-05-19,86.000000,86.379997,85.669998,86.239998,84.289665,7320700
2017-05-22,86.250000,86.400002,86.029999,86.209999,84.260345,4260000
2017-05-23,86.279999,86.540001,85.980003,86.080002,84.133278,4394200
2017-05-24,86.449997,86.650002,86.209999,86.500000,84.543785,4878800
2017-05-25,86.580002,86.980003,86.550003,86.860001,84.895638,4368000
2017-05-26,86.930000,87.379997,86.820000,87.250000,85.276817,4337000
2017-05-30,87.250000,87.610001,87.099998,87.400002,85.423431,4594500
2017-05-31,87.669998,88.349998,87.449997,88.089996,86.097816,10146600
2017-06-01,88.019997,88.139999,87.370003,88.129997,86.136917,6251300
2017-06-02,88.400002,88.680000,88.010002,88.589996,86.586510,6136400
2017-06-05,88.300003,88.760002,88.000000,88.739998,86.733116,4115300
2017-06-06,88.760002,88.970001,88.449997,88.800003,86.791771,6503000
2017-06-07,88.680000,88.889999,88.400002,88.769997,86.762444,4781600
2017-06-08,88.769997,88.800003,87.360001,87.849998,85.863243,7611400
2017-06-09,87.849998,88.209999,87.550003,88.160004,86.166245,9696900
2017-06-12,88.160004,88.660004,88.089996,88.239998,86.244431,7867700
2017-06-13,88.360001,88.400002,87.769997,88.059998,86.068497,6419300
2017-06-14,88.489998,88.750000,88.059998,88.440002,86.439911,6183900
2017-06-15,88.230003,89.620003,88.230003,89.379997,87.358643,7047500
2017-06-16,89.720001,89.769997,88.809998,89.660004,87.632317,13855000
2017-06-19,89.599998,89.860001,89.199997,89.860001,87.827789,5246200
2017-06-20,89.769997,90.209999,89.610001,89.629997,87.602989,5674200
2017-06-21,89.620003,89.949997,89.290001,89.400002,87.378204,4164500
2017-06-22,89.269997,89.410004,88.900002,89.029999,87.016563,4536700
2017-06-23,89.029999,89.800003,88.900002,89.419998,87.397743,8782100
2017-06-26,89.629997,89.680000,89.269997,89.360001,87.339111,4373300
2017-06-27,89.360001,89.360001,88.610001,88.610001,86.606064,5180400
2017-06-28,89.080002,89.209999,88.260002,88.370003,86.371498,4875000
2017-06-29,88.019997,88.220001,86.930000,86.989998,85.022697,8123500
2017-06-30,87.050003,87.470001,87.000000,87.150002,85.179077,6070300
2017-07-03,87.400002,88.000000,87.180000,87.739998,85.755737,3607400
2017-07-05,87.860001,88.000000,87.489998,87.669998,85.687317,4974300
2017-07-06,87.650002,87.949997,87.360001,87.370003,85.394112,6038900
2017-07-07,87.690002,87.820000,87.279999,87.650002,85.667778,5142200
2017-07-10,87.629997,87.870003,86.889999,87.089996,85.120438,5356400
2017-07-11,87.230003,87.449997,86.309998,86.769997,84.807671,5838600
2017-07-12,87.239998,87.470001,86.830002,86.959999,84.993378,4374200
2017-07-13,86.769997,87.050003,86.500000,86.699997,84.739258,5448900
2017-07-14,86.959999,87.290001,86.730003,87.099998,85.130211,4577700
2017-07-17,87.070000,87.910004,86.739998,87.550003,85.570030,5227800
2017-07-18,87.610001,88.760002,87.459999,88.639999,86.635384,7492300
2017-07-19,87.870003,88.410004,87.599998,88.349998,87.029404,6008500
2017-07-20,88.320000,89.309998,88.309998,88.599998,87.275665,7285000
2017-07-21,88.160004,88.680000,87.809998,88.610001,87.285522,5714800
2017-07-24,88.550003,88.599998,87.970001,88.180000,86.861946,6202000
2017-07-25,88.669998,89.199997,88.540001,89.139999,87.807602,6766700
2017-07-26,89.000000,89.419998,88.870003,89.300003,87.965210,6987000
2017-07-27,90.290001,90.750000,89.000000,90.680000,89.324585,11089200
2017-07-28,90.559998,91.000000,89.959999,90.209999,88.861603,6137500
2017-07-31,90.209999,91.070000,90.209999,90.820000,89.462486,7835700
2017-08-01,91.029999,91.730003,90.720001,91.099998,89.738297,8662100
2017-08-02,90.970001,91.300003,90.529999,91.040001,89.679199,7167700
2017-08-03,90.860001,91.750000,90.820000,90.860001,89.501892,6413200
2017-08-04,90.690002,91.080002,90.529999,90.669998,89.314728,5824400
2017-08-07,90.669998,91.559998,90.519997,91.440002,90.073227,5011300
2017-08-08,91.400002,91.940002,91.230003,91.580002,90.211128,5623400
2017-08-09,91.519997,91.940002,91.519997,91.919998,90.546043,5572800
2017-08-10,91.860001,92.000000,91.690002,91.739998,90.368729,6338200
2017-08-11,91.940002,92.080002,91.290001,91.339996,89.974709,7094200
2017-08-14,91.540001,91.949997,91.250000,91.650002,90.280083,5339900
2017-08-15,91.910004,92.360001,91.879997,92.199997,90.821861,5293400
2017-08-16,92.290001,92.949997,92.190002,92.440002,91.058273,7965500
2017-08-17,92.400002,92.669998,92.070000,92.070000,90.693810,5711400
2017-08-18,91.980003,92.779999,91.849998,92.470001,91.087830,6815000
2017-08-21,92.379997,92.959999,92.360001,92.860001,91.471992,4334300
2017-08-22,92.910004,92.959999,92.589996,92.790001,91.403046,4731500
2017-08-23,92.500000,92.660004,92.279999,92.440002,91.058273,3631900
2017-08-24,92.440002,92.570000,92.040001,92.269997,90.890816,5173700
2017-08-25,92.650002,92.860001,92.410004,92.510002,91.127228,4933000
2017-08-28,92.519997,92.709999,91.980003,92.470001,91.087830,5386500
2017-08-29,92.480003,92.690002,92.239998,92.320000,90.940071,3676300
2017-08-30,92.080002,92.080002,91.660004,91.870003,90.496796,4709600
2017-08-31,91.889999,92.389999,91.839996,92.269997,90.890816,5864400
2017-09-01,92.419998,92.660004,92.260002,92.529999,91.146927,4960700
2017-09-05,92.180000,92.739998,92.040001,92.720001,91.334091,6532100
2017-09-06,92.790001,92.910004,92.360001,92.720001,91.334091,6747200
2017-09-07,92.739998,93.360001,92.330002,92.970001,91.580353,7735400
2017-09-08,92.760002,93.150002,92.510002,92.839996,91.452293,6070100
2017-09-11,93.089996,94.190002,92.900002,93.989998,92.585106,10177300
2017-09-12,93.720001,93.980003,93.209999,93.510002,92.112282,5804000
2017-09-13,93.500000,93.769997,93.449997,93.550003,92.151688,5369300
2017-09-14,93.230003,93.650002,93.180000,93.550003,92.151688,5492300
2017-09-15,93.820000,93.820000,92.820000,93.269997,91.875862,12428800
2017-09-18,93.169998,93.500000,92.860001,93.150002,91.757668,6177700
2017-09-19,93.339996,94.449997,93.339996,94.169998,92.762413,6587200
2017-09-20,94.169998,94.669998,93.830002,94.400002,92.988976,5941500
2017-09-21,94.150002,94.500000,92.449997,92.639999,91.255287,9376700
2017-09-22,92.550003,93.000000,92.080002,92.239998,90.861259,6837700
2017-09-25,92.430000,93.089996,92.330002,92.720001,91.334091,6436200
2017-09-26,92.820000,92.849998,92.199997,92.650002,91.265137,4885200
2017-09-27,92.519997,92.519997,90.339996,90.870003,89.511742,9631200
2017-09-28,90.860001,91.120003,90.629997,90.889999,89.531441,4999800
2017-09-29,90.970001,91.430000,90.699997,90.980003,89.620094,6634500
2017-10-02,91.260002,92.400002,91.239998,91.769997,90.398285,7302400
2017-10-03,91.959999,92.339996,91.559998,92.120003,90.743057,5909900
2017-10-04,92.120003,92.800003,92.019997,92.419998,91.038567,6140700
2017-10-05,92.489998,92.650002,91.940002,92.029999,90.654404,6912800
2017-10-06,92.000000,92.349998,91.879997,92.330002,90.949921,5241900
2017-10-09,92.400002,92.620003,91.930000,92.120003,90.743057,5149000
2017-10-10,92.370003,93.040001,89.860001,91.620003,90.250534,17125600
2017-10-11,91.089996,91.730003,91.070000,91.459999,90.092918,7115400
2017-10-12,91.410004,92.309998,91.389999,92.150002,90.772614,5984900
2017-10-13,92.699997,93.510002,92.589996,93.040001,91.649307,6956700
2017-10-16,92.970001,93.370003,92.709999,93.139999,91.747803,4159100
2017-10-17,93.040001,93.089996,92.400002,92.800003,91.412895,5316100
2017-10-18,92.779999,92.949997,92.010002,92.769997,91.383339,7399700
2017-10-19,91.699997,91.989998,91.139999,91.589996,90.897041,8585000
2017-10-20,89.720001,89.959999,87.589996,88.250000,87.582321,19997800
2017-10-23,88.629997,88.860001,86.870003,87.300003,86.639511,13358200
2017-10-24,87.370003,87.419998,86.779999,86.980003,86.321930,11519000
2017-10-25,86.900002,87.110001,86.279999,86.860001,86.202835,9024300
2017-10-26,87.190002,87.769997,87.099998,87.500000,86.837990,6233800
2017-10-27,87.529999,87.529999,86.449997,87.040001,86.381477,7433800
2017-10-30,86.910004,87.080002,86.160004,86.269997,85.617294,5387100
2017-10-31,86.489998,86.500000,85.720001,86.339996,85.686768,7119000
2017-11-01,86.330002,87.139999,86.110001,86.889999,86.232605,4884100
2017-11-02,86.779999,87.040001,86.230003,86.510002,85.855484,5021200
2017-11-03,86.779999,87.160004,86.459999,86.580002,85.924957,5106500
2017-11-06,86.550003,86.639999,86.029999,86.050003,85.398964,5186700
2017-11-07,86.040001,87.000000,85.419998,86.980003,86.321930,6875100
2017-11-08,86.989998,87.599998,86.800003,87.580002,86.917389,6910000
2017-11-09,87.349998,88.169998,87.300003,87.779999,87.115875,5280000
2017-11-10,87.989998,88.389999,87.779999,88.160004,87.493004,7227300
2017-11-13,88.669998,89.410004,88.629997,89.000000,88.326645,6873500
2017-11-14,88.739998,89.050003,88.470001,88.870003,88.197632,5035500
2017-11-15,88.730003,88.940002,88.000000,88.230003,87.562469,6688100
2017-11-16,89.839996,89.900002,88.769997,89.250000,88.574753,7205100
2017-11-17,88.949997,89.089996,88.080002,88.430000,87.760956,5941800
2017-11-20,88.430000,88.559998,87.709999,88.269997,87.602165,4926200
2017-11-21,88.180000,89.209999,88.019997,88.720001,88.048767,6196400
2017-11-22,88.500000,88.910004,88.059998,88.330002,87.661713,6006900
2017-11-24,88.589996,88.959999,88.419998,88.449997,87.780800,2196700
2017-11-27,88.330002,89.099998,88.150002,88.959999,88.286949,6199700
2017-11-28,89.480003,89.519997,88.910004,89.400002,88.723618,4841300
2017-11-29,89.400002,89.809998,89.029999,89.379997,88.703766,5158900
2017-11-30,89.349998,90.370003,89.209999,89.989998,89.309151,9789900
2017-12-01,90.180000,90.529999,89.120003,90.360001,89.676353,7953200
2017-12-04,91.760002,91.910004,89.830002,91.410004,90.718414,9003700
2017-12-05,91.519997,91.839996,91.070000,91.400002,90.708488,8683000
2017-12-06,91.389999,91.779999,91.070000,91.250000,90.559624,6737400
2017-12-07,91.050003,91.070000,89.889999,90.099998,89.418320,7273600
2017-12-08,90.019997,90.370003,89.580002,90.370003,89.686279,5883400
2017-12-11,90.230003,90.330002,89.750000,90.230003,89.547340,4856000
2017-12-12,90.449997,90.510002,89.820000,89.849998,89.170212,6558900
2017-12-13,90.019997,91.410004,89.970001,90.879997,90.192421,7141000
2017-12-14,90.940002,91.430000,90.900002,91.000000,90.311516,5853500
2017-12-15,91.570000,92.269997,91.480003,91.889999,91.194778,15924000
2017-12-18,91.980003,93.139999,91.809998,91.879997,91.184853,7405700
2017-12-19,92.000000,92.129997,91.580002,91.680000,90.986366,5644400
2017-12-20,91.800003,91.970001,91.349998,91.529999,90.837502,6938500
2017-12-21,91.660004,92.080002,91.529999,91.669998,90.976440,4860400
2017-12-22,91.879997,92.430000,91.720001,92.129997,91.432961,4919400
2017-12-26,92.349998,92.769997,92.150002,92.480003,91.780319,3431900
2017-12-27,92.489998,92.750000,91.930000,92.099998,91.403191,4276700
2017-12-28,92.300003,92.540001,91.910004,92.070000,91.373413,3005400
2017-12-29,92.239998,92.459999,91.879997,91.879997,91.184853,4346700
2018-01-02,91.919998,91.930000,90.550003,90.650002,89.964165,7558900
2018-01-03,90.730003,91.089996,90.519997,90.540001,89.854996,5863600
2018-01-04,90.830002,91.769997,90.610001,91.180000,90.490150,6322500
2018-01-05,91.269997,91.300003,90.570000,91.239998,90.549698,5949700
2018-01-08,90.930000,91.769997,90.930000,91.720001,91.026070,4860700
2018-01-09,91.470001,91.650002,91.010002,91.050003,90.361137,6630100
2018-01-10,90.910004,90.910004,90.010002,90.470001,89.785522,6564700
2018-01-11,90.400002,90.519997,89.919998,90.150002,89.467941,5469700
2018-01-12,90.050003,90.339996,89.349998,89.610001,88.932030,8111000
2018-01-16,90.139999,90.769997,89.639999,90.220001,89.537415,9465300
2018-01-17,90.559998,91.730003,90.430000,91.199997,90.509995,8345500
2018-01-18,90.239998,90.650002,89.669998,90.180000,90.180000,7699800
2018-01-19,90.279999,91.260002,90.239998,91.070000,91.070000,9364000
2018-01-22,90.879997,91.919998,90.769997,91.889999,91.889999,8658000
2018-01-23,89.820000,90.209999,88.599998,89.050003,89.050003,18756300
2018-01-24,89.059998,89.160004,87.699997,88.309998,88.309998,15141900
2018-01-25,88.680000,89.050003,88.010002,88.339996,88.339996,11264400
2018-01-26,88.169998,88.169998,87.230003,87.730003,87.730003,11503100
2018-01-29,87.690002,87.739998,86.690002,86.860001,86.860001,11685800
2018-01-30,86.820000,87.440002,86.629997,86.949997,86.949997,9662900
2018-01-31,86.809998,87.410004,86.080002,86.339996,86.339996,11798100
2018-02-01,86.150002,86.500000,85.559998,85.849998,85.849998,8606300
2018-02-02,85.559998,85.610001,84.209999,84.250000,84.250000,12846300
2018-02-05,83.989998,84.370003,80.099998,81.059998,81.059998,17462200
2018-02-06,80.529999,82.449997,80.120003,82.379997,82.379997,19955500
2018-02-07,82.300003,83.389999,81.820000,81.839996,81.839996,11851800
2018-02-08,82.029999,82.220001,80.150002,80.220001,80.220001,14596100
2018-02-09,80.980003,81.029999,78.589996,79.919998,79.919998,18838800
2018-02-12,80.610001,81.669998,80.580002,81.330002,81.330002,10769000
2018-02-13,81.150002,81.830002,80.910004,81.500000,81.500000,9278700
2018-02-14,81.059998,81.260002,80.269997,80.680000,80.680000,9412000
2018-02-15,80.970001,82.410004,80.500000,82.410004,82.410004,8910700
2018-02-16,82.209999,83.250000,82.129997,82.599998,82.599998,10371700
2018-02-20,82.190002,82.220001,81.070000,81.339996,81.339996,7087700
2018-02-21,81.309998,81.809998,80.190002,80.239998,80.239998,9134500
2018-02-22,80.470001,81.279999,80.169998,80.839996,80.839996,10277700
